date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:12:34	42158/42158	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:02:28%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_formatting_code	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit1b5a.html	(from https://www.w3schools.com/html/html_computercode_elements.asp)
22:12:35	41031/41031	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:08:37%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_formatting_codepre	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryita294.html	(from https://www.w3schools.com/html/html_computercode_elements.asp)
22:12:35	40914/40914	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:48:38%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_formatting_var	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitf3a5.html	(from https://www.w3schools.com/html/html_computercode_elements.asp)
22:12:36	91140/91140	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:12:10%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_computercode_elements1	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise2b97.html	(from https://www.w3schools.com/html/html_computercode_elements.asp)
22:12:36	42148/42148	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:51:36%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_utf_euro	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryited4a.html	(from https://www.w3schools.com/html/html_symbols.asp)
22:12:37	41199/41199	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:42:45%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_form_submit	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitcff8.html	(from https://www.w3schools.com/html/html_forms.asp)
22:12:37	41116/41116	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:32:04%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_form_text	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit5852.html	(from https://www.w3schools.com/html/html_forms.asp)
22:12:37	41054/41054	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:49:34%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_form_radio	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit1082.html	(from https://www.w3schools.com/html/html_forms.asp)
22:12:38	42427/42427	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:42:21%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_form_target	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitfb32.html	(from https://www.w3schools.com/html/html_forms.asp)
22:12:38	41294/41294	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:05:44%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_form_get	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit6bc0.html	(from https://www.w3schools.com/html/html_forms.asp)
22:12:39	41325/41325	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:57:15%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_form_post	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit362c.html	(from https://www.w3schools.com/html/html_forms.asp)
22:12:39	41332/41332	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2012:27:19%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_form_submit_id	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit1c32.html	(from https://www.w3schools.com/html/html_forms.asp)
22:12:39	42563/42563	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:03:00%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_form_legend	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit4436.html	(from https://www.w3schools.com/html/html_forms.asp)
22:12:40	91485/91485	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:12:14%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_forms1	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise5b43.html	(from https://www.w3schools.com/html/html_forms.asp)
22:12:40	40988/40988	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:33:41%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_elem_input	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit4324.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:41	41182/41182	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:20:35%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_elem_select	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitc4f4.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:41	41208/41208	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2013:34:41%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_elem_select_pre	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitc971.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:41	41218/41218	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:22:11%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_elem_select_size	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit4c22.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:42	41337/41337	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:04:12%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_elem_select_multiple	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit4efd.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:42	41081/41081	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:44:56%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_elem_textarea	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitb083.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:42	41099/41099	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:18:28%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_elem_textarea_style	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryita01d.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:43	40924/40924	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:32:26%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_elem_button	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit13bd.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:43	678/678	---M--	200	added ('OK')	image/gif	etag:%22b8be247a697d21:0%22	https://www.w3schools.com/images/compatible_opera2020.gif	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/images/compatible_opera2020.gif	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:44	505/505	---M--	200	added ('OK')	image/gif	etag:%224b87789dc4acf1:0%22	https://www.w3schools.com/images/compatible_safari2020.gif	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/images/compatible_safari2020.gif	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:44	471/471	---M--	200	added ('OK')	image/gif	etag:%2274418d98c4acf1:0%22	https://www.w3schools.com/images/compatible_chrome2020.gif	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/images/compatible_chrome2020.gif	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:45	330/330	---M--	200	added ('OK')	image/gif	etag:%229dc38858688d31:0%22	https://www.w3schools.com/images/compatible_firefox2020.gif	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/images/compatible_firefox2020.gif	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:45	609/609	---M--	200	added ('OK')	image/gif	etag:%22c42d7e381a97d11:0%22	https://www.w3schools.com/images/compatible_edge2020.gif	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/images/compatible_edge2020.gif	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:45	41343/41343	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:37:52%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_elem_datalist	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit13d9.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:46	41337/41337	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:56:38%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_elem_output	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit0e46.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:47	91379/91379	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:12:21%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_form_elements1	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise4c42.html	(from https://www.w3schools.com/html/html_form_elements.asp)
22:12:47	41242/41242	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:05:44%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_text	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit8bdc.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:47	41155/41155	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:55:51%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_password	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit8a85.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:48	41288/41288	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2013:59:47%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_submit	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryite8d7.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:48	41043/41043	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:53:23%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_submit_nn	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryite5a1.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:48	41356/41356	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:07:57%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_reset	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit2274.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:49	41184/41184	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:33:39%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_radio	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitbeba.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:49	41132/41132	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:55:33%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_checkbox	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit6096.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:50	40918/40918	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:10:58%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_button	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit1312.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:50	41334/41334	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2012:40:02%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_color	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryita532.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:51	520/520	---M--	200	added ('OK')	image/gif	etag:%22c1ccd21c5acf1:0%22	https://www.w3schools.com/images/incompatible_safari2020.gif	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/images/incompatible_safari2020.gif	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:51	41282/41282	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:31:36%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_date	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit6025.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:51	41315/41315	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:12:16%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_date_max_min	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit5141.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:52	354/354	---M--	200	added ('OK')	image/gif	etag:%22964283868688d31:0%22	https://www.w3schools.com/images/incompatible_firefox2020.gif	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/images/incompatible_firefox2020.gif	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:52	41376/41376	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2013:09:12%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_datetime-local	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitc3bb.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:53	41145/41145	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:15:51%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_email	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitf295.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:53	41048/41048	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:03:53%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_file	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitce6a.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:53	41311/41311	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2013:12:35%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_month	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryita992.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:54	42477/42477	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:20:11%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_number	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit005b.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:54	41175/41175	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:36:45%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_number_step	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit2510.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:55	41194/41194	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:23:22%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_range	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryite8a3.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:55	41088/41088	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:58:51%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_search	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit2949.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:56	41145/41145	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:36:07%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_tel	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitd9c8.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:56	41292/41292	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2013:16:20%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_time	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit04de.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:58	41158/41158	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:40:27%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_url	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit28c7.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:58	41292/41292	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:29:39%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_week	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitfa07.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:59	91632/91632	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2020:12:33%20GMT	https://www.w3schools.com/html/exercise.asp?filename=exercise_html_form_input_types1	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/exercise308e.html	(from https://www.w3schools.com/html/html_form_input_types.asp)
22:12:59	41092/41092	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:09:18%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_attributes_value	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit5b99.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:12:59	41128/41128	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:49:57%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_attributes_readonly	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitd59b.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:12:59	41107/41107	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:28:58%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_attributes_disabled	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitb171.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:00	41106/41106	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:08:14%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_attributes_size	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitc567.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:00	41116/41116	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:08:24%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml_input_attributes_maxlength	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit77d2.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:01	41300/41300	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:47:44%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_autocomplete	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit73ef.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:01	42489/42489	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:02:12%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_form_novalidate	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit7b60.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:01	41291/41291	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:50:19%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_autofocus	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit7c56.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:02	41229/41229	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2019:25:05%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_form	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit1577.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:02	41401/41401	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:01:55%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_formaction	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryita145.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:03	41387/41387	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:46:37%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_formenctype	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit339d.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:05	41365/41365	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:19:13%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_formmethod	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit0d88.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:05	41260/41260	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:09:50%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_formnovalidate	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitaffe.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:05	41427/41427	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:20:24%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_formtarget	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryite252.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:06	41323/41323	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2013:29:16%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_height_width	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitc29f.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:07	41382/41382	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:28:43%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_datalist	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit5fd2.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:08	41613/41613	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:46:32%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_max_min	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryitb14e.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:09	41305/41305	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:42:12%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_multiple	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit4ebe.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
22:13:09	41320/41320	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2013:18:57%20GMT	https://www.w3schools.com/html/tryit.asp?filename=tryhtml5_input_pattern	C:/Users/11802988/Desktop/w3schools%20HTML%20offline/w3schools%20HTML%20offline/www.w3schools.com/html/tryit64dc.html	(from https://www.w3schools.com/html/html_form_attributes.asp)
